Id,age,Industry,job,salary,currency,country,years_field_experience,education,gender,salary_usd,new_currency
244,25-34,Property or Construction,Assistant Project Manager,55000,USD,USA ,2 - 4 years,College degree,Woman,55000.0,USD
245,35-44,Computing or Tech,Supply chain manager,125000,USD,United States,11 - 20 years,College degree,Woman,125000.0,USD
246,25-34,Health care,RN,60000,USD,United States,2 - 4 years,College degree,Woman,60000.0,USD
247,25-34,Law,Associate,190000,USD,USA,1 year or less,Master's degree,Woman,190000.0,USD
248,45-54,Utilities & Telecommunications,Land Analyst,60320,USD,USA,8 - 10 years,Some college,Woman,60320.0,USD
249,35-44,Pharmaceuticals,Regulatory affairs manager ,125000,USD,United States,2 - 4 years,PhD,Woman,125000.0,USD
250,45-54,Education (Primary/Secondary),teacher,94000,USD,United States,21 - 30 years,PhD,Woman,94000.0,USD
251,25-34,Health care,NP-PHC,98000,CAD,Canada,2 - 4 years,Master's degree,Woman,78449.98000000001,USD
252,35-44,Government and Public Administration,Administrative Assistant,49000,USD,United States,11 - 20 years,Some college,Woman,49000.0,USD
253,35-44,Nonprofits,Director of Development,120000,USD,United States of America,11 - 20 years,College degree,Woman,120000.0,USD
254,25-34,Education (Higher Education),Teaching Assistant,28000,USD,United States,2 - 4 years,Master's degree,Non-binary,28000.0,USD
255,55-64,Recruitment or HR,Consultant,135000,USD,United States,31 - 40 years,College degree,Woman,135000.0,USD
256,35-44,Education (Higher Education),Advancement Accounting Assistant,40575,USD,USA,8 - 10 years,College degree,Woman,40575.0,USD
257,25-34,Nonprofits,Senior monitoring & evaluation adviser ,75500,USD,US,8 - 10 years,Master's degree,Woman,75500.0,USD
258,25-34,"Marketing, Advertising & PR",Copy supervisor,115000,USD,US,5-7 years,College degree,Woman,115000.0,USD
259,35-44,Government and Public Administration,Policy analyst ,70000,USD,USA,5-7 years,Master's degree,Woman,70000.0,USD
260,25-34,Computing or Tech,Visual Designer,110000,USD,United States,5-7 years,College degree,Woman,110000.0,USD
261,18-24,Agriculture or Forestry,Engineering Student Trainee,29000,USD,US,1 year or less,Some college,Woman,29000.0,USD
262,55-64,"Marketing, Advertising & PR",Graphic Designer,61000,USD,USA,31 - 40 years,College degree,Woman,61000.0,USD
263,55-64,Nonprofits,Information Technology Specialist,47250,USD,USA,5-7 years,Master's degree,Woman,47250.0,USD
264,35-44,Engineering or Manufacturing,Sr. Piping Designer,96000,USD,USA,11 - 20 years,Some college,Man,96000.0,USD
265,35-44,Computing or Tech,Network Managet,260000,EUR,Germany,11 - 20 years,High School,Non-binary,283062.0,USD
266,35-44,Nonprofits,Digital Marketing Specialist,45000,USD,United States,11 - 20 years,College degree,Woman,45000.0,USD
267,25-34,Philanthropy,Senior Program Support Associate,72000,USD,United States,2 - 4 years,Master's degree,Woman,72000.0,USD
268,25-34,Government and Public Administration,Editor,78167,USD,United States,5-7 years,Master's degree,Woman,78167.0,USD
269,25-34,"Accounting, Banking & Finance",Senior Operations Manager,132500,USD,United States,8 - 10 years,College degree,Woman,132500.0,USD
270,45-54,Computing or Tech,"IT Manager, Financial Systems",124000,USD,US,21 - 30 years,Master's degree,Woman,124000.0,USD
271,45-54,"Marketing, Advertising & PR",Sr Analytic Consultant,108000,USD,USA,21 - 30 years,College degree,Man,108000.0,USD
272,35-44,"Accounting, Banking & Finance",Principal Consultant ,110000,USD,US,11 - 20 years,Master's degree,Woman,110000.0,USD
273,35-44,Education (Higher Education),"Assistant director, communications",83000,USD,United States,5-7 years,Master's degree,Woman,83000.0,USD
274,25-34,Engineering or Manufacturing,Geostructural Design Engineer,110000,USD,USA,8 - 10 years,Master's degree,Woman,110000.0,USD
275,25-34,Education (Higher Education),Student Success Center Coordinator,45000,USD,United States,5-7 years,Master's degree,Woman,45000.0,USD
276,25-34,Government and Public Administration,Editor,91000,USD,United States,5-7 years,PhD,Woman,91000.0,USD
277,35-44,Engineering or Manufacturing,QC Chemistry Manager,117000,USD,USA,11 - 20 years,Master's degree,Woman,117000.0,USD
278,45-54,Insurance,Supervisor ,59000,USD,USA,21 - 30 years,Some college,Woman,59000.0,USD
279,35-44,Education (Higher Education),Research administrator ,71697,USD,USA,5-7 years,Master's degree,Woman,71697.0,USD
280,45-54,Real Estate,Senior Property Manager,90000,USD,United States,21 - 30 years,Some college,Woman,90000.0,USD
281,35-44,Education (Higher Education),Director of Alumni Communications,120000,USD,USA,11 - 20 years,College degree,Woman,120000.0,USD
282,25-34,Education (Higher Education),Admin Assistant,52000,USD,USA,5-7 years,Master's degree,Non-binary,52000.0,USD
283,25-34,Property or Construction,Administrator,61500,CAD,Canada,8 - 10 years,Some college,Woman,49231.365000000005,USD
284,35-44,Transport or Logistics,Executive Administrator ,80000,USD,USA,21 - 30 years,High School,Woman,80000.0,USD
285,25-34,Transport or Logistics,HR Business Partner,56000,USD,United States,5-7 years,Some college,Woman,56000.0,USD
286,45-54,Engineering or Manufacturing,Product Support Representative,47840,USD,USA,21 - 30 years,College degree,Man,47840.0,USD
287,45-54,Consulting,Senior Hazard Mitigation Manager,150000,USD,US,11 - 20 years,Master's degree,Woman,150000.0,USD
288,45-54,Computing or Tech,Senior Manager of Customer Enablement,150000,USD,United States,21 - 30 years,Master's degree,Woman,150000.0,USD
289,45-54,Environmental Consulting,Senior Consultant,105000,USD,United States,21 - 30 years,PhD,Woman,105000.0,USD
290,25-34,"Accounting, Banking & Finance",Equity Analyst,100000,USD,United States,2 - 4 years,College degree,Woman,100000.0,USD
291,35-44,Engineering or Manufacturing,Project Manager-Tech Lead,97500,USD,USA,11 - 20 years,Master's degree,Woman,97500.0,USD
292,25-34,"Accounting, Banking & Finance",Operations,100000,USD,US,5-7 years,College degree,Man,100000.0,USD
293,45-54,Health care,Senior Project Specialist,125000,USD,United States,8 - 10 years,College degree,Woman,125000.0,USD
294,35-44,Government and Public Administration,Public Library Director,63000,USD,USA,11 - 20 years,Master's degree,Woman,63000.0,USD
295,25-34,Sales,Business Development Manager ,50000,GBP,United Kingdom ,5-7 years,College degree,Woman,65173.49999999999,USD
296,35-44,Archaeology / Cultural Resource Management,Principal Investigator,79000,USD,USA,11 - 20 years,Master's degree,Woman,79000.0,USD
297,25-34,Museum,Museum Technician,52000,USD,United States,2 - 4 years,Master's degree,Man,52000.0,USD
298,25-34,Government and Public Administration,Economist,109000,USD,U.S.,5-7 years,Master's degree,Woman,109000.0,USD
299,45-54,Education (Higher Education),Associate professor,54000,GBP,UK ,21 - 30 years,PhD,Woman,70387.37999999999,USD
300,45-54,Media & Digital,editor,120000,USD,USA,21 - 30 years,Master's degree,Woman,120000.0,USD
301,25-34,Education (Higher Education),HR Adviser,40613,GBP,United Kingdom,5-7 years,College degree,Woman,52937.82711,USD
302,35-44,Public library,Managing Librarian,70000,USD,United States,5-7 years,Master's degree,Woman,70000.0,USD
303,35-44,Biotech,"Manager of cGMP Manufacturing, QA, and QC",110000,USD,USA,11 - 20 years,College degree,Woman,110000.0,USD
304,25-34,Education (Higher Education),Event Officer,58000,CAD,Canada,2 - 4 years,College degree,Woman,46429.58,USD
305,25-34,Government and Public Administration,Office Administrator,58000,CAD,Canada,5-7 years,Some college,Woman,46429.58,USD
306,18-24,"Accounting, Banking & Finance",Accountant ,45000,USD,United States ,1 year or less,College degree,Woman,45000.0,USD
307,35-44,Government and Public Administration,Senior Director of Public Policy,70000,USD,united states,8 - 10 years,Master's degree,Woman,70000.0,USD
308,25-34,Recruitment or HR,Talent Management Manager,115000,USD,USA,5-7 years,College degree,Man,115000.0,USD
309,25-34,Transport or Logistics,Internal Communications Executive ,32640,EUR,Ireland,2 - 4 years,Master's degree,Woman,35535.168,USD
310,35-44,Agriculture or Forestry,Research assistant,17000,USD,United States,5-7 years,Master's degree,Non-binary,17000.0,USD
311,25-34,Government and Public Administration,Analyst ,64000,USD,United States ,1 year or less,College degree,Woman,64000.0,USD
312,55-64,Property or Construction,Accounting Manager,66000,USD,USA,21 - 30 years,College degree,Woman,66000.0,USD
313,45-54,Engineering or Manufacturing,Quality Manager ,80000,USD,USA,11 - 20 years,College degree,Woman,80000.0,USD
314,25-34,Government and Public Administration,Policy Analyst,78000,USD,USA,2 - 4 years,Master's degree,Woman,78000.0,USD
315,18-24,Law,Attorney,65000,USD,united states,2 - 4 years,Master's degree,Woman,65000.0,USD
316,65 or over,Health care,RN,110000,USD,USA,31 - 40 years,Master's degree,Woman,110000.0,USD
317,35-44,"Accounting, Banking & Finance",Bookkeeper self-employed,114400,USD,USA,11 - 20 years,College degree,Woman,114400.0,USD
318,25-34,Recruitment or HR,Senior Recruiter,111500,USD,USA,11 - 20 years,Master's degree,Woman,111500.0,USD
319,25-34,Education (Higher Education),Assistant Director of Undergraduate Admissions,58300,USD,US,2 - 4 years,College degree,Woman,58300.0,USD
320,25-34,Nonprofits,Director of strategic initiatives ,700000,USD,United States ,5-7 years,College degree,Woman,700000.0,USD
321,35-44,Computing or Tech,Software Engineer,156000,USD,United States,21 - 30 years,Master's degree,Other or prefer not to answer,156000.0,USD
322,45-54,Computing or Tech,Agile Coach,130000,USD,United States,8 - 10 years,College degree,Woman,130000.0,USD
323,25-34,Public Library,Children's Librarian,75000,USD,US,8 - 10 years,Master's degree,Woman,75000.0,USD
324,25-34,Education (Higher Education),Librarian ,39000,GBP,UK,8 - 10 years,Master's degree,Woman,50835.329999999994,USD
325,35-44,Computing or Tech,principle product marketing manager,126000,USD,USA,11 - 20 years,College degree,Woman,126000.0,USD
326,45-54,Engineering or Manufacturing,Sr. Environmental Manager,125000,USD,USA,21 - 30 years,College degree,Man,125000.0,USD
327,25-34,Nonprofits,Program Manager,87000,CAD,Canada,2 - 4 years,PhD,Woman,69644.37000000001,USD
328,35-44,Education (Higher Education),Executive Office & Admin Specialist,38480,USD,United States,5-7 years,College degree,Woman,38480.0,USD
329,35-44,Nonprofits,Early Intervention developmental specialist,36000,USD,United States of America,2 - 4 years,Master's degree,Man,36000.0,USD
330,25-34,Nonprofits,Grants coordinator,55000,USD,USA,2 - 4 years,Master's degree,Woman,55000.0,USD
331,25-34,"Marketing, Advertising & PR",Account Executive,53500,USD,United States,8 - 10 years,College degree,Woman,53500.0,USD
332,25-34,Government and Public Administration,Youth Services Librarian,49600,USD,United States,2 - 4 years,Master's degree,Woman,49600.0,USD
333,25-34,Nonprofits,Associate Director of Annual Giving,50000,USD,United States,5-7 years,College degree,Woman,50000.0,USD
334,25-34,"Accounting, Banking & Finance",Cash Logistics Manager,57750,USD,United States,2 - 4 years,Master's degree,Woman,57750.0,USD
335,35-44,Social Work,Social Worker / Child Development Specialist,62000,USD,United States,8 - 10 years,Master's degree,Woman,62000.0,USD
336,25-34,Nonprofits,Legislative Analyst,65000,USD,United States,5-7 years,College degree,Woman,65000.0,USD
337,25-34,Health care,Medical Receptionist,43680,USD,United States,2 - 4 years,College degree,Woman,43680.0,USD
338,25-34,Transport or Logistics,Technology Senior Business Analyst,103000,USD,USA,5-7 years,College degree,Woman,103000.0,USD
339,45-54,Education (Primary/Secondary),Principal Teacher,51000,GBP,United Kingdom,21 - 30 years,College degree,Woman,66476.97,USD
340,25-34,Nonprofits,Senior Marketing Specialist,65000,USD,US,5-7 years,College degree,Woman,65000.0,USD
341,25-34,Engineering or Manufacturing,Assistant Archivist,25000,GBP,Scotland,2 - 4 years,Master's degree,Woman,32586.749999999996,USD
342,25-34,Government and Public Administration,Strategic Advisor,93000,CAD,Canada,8 - 10 years,College degree,Woman,74447.43000000001,USD
343,35-44,Education (Primary/Secondary),High School counselor ,75000,USD,United States,11 - 20 years,Master's degree,Woman,75000.0,USD
344,35-44,Nonprofits,Service Manager ,34500,GBP,UK,11 - 20 years,College degree,Woman,44969.715,USD
345,18-24,"Marketing, Advertising & PR",Developer,72500,USD,United States,1 year or less,College degree,Woman,72500.0,USD
346,35-44,Agriculture or Forestry,"Group Leader, Crop Protection Environmental and Human Safety",86000,USD,USA,5-7 years,College degree,Woman,86000.0,USD
347,25-34,Property or Construction,Energy Specialist,75000,USD,Usa,11 - 20 years,College degree,Woman,75000.0,USD
348,25-34,Media & Digital,Editor (Books),38000,USD,USA,8 - 10 years,College degree,Woman,38000.0,USD
349,25-34,Social Work,Medical Social Worker,63000,USD,United States,5-7 years,Master's degree,Woman,63000.0,USD
350,35-44,Public Library,Children's Librarian,39000,USD,United States,11 - 20 years,Master's degree,Woman,39000.0,USD
351,35-44,Education (Higher Education),Payroll Manager,105000,USD,United States,11 - 20 years,College degree,Woman,105000.0,USD
352,45-54,Property or Construction,Shop Coordinator,53000,USD,US,8 - 10 years,High School,Woman,53000.0,USD
353,35-44,Computing or Tech,Senior user experience researcher,179000,USD,USA,8 - 10 years,PhD,Woman,179000.0,USD
354,35-44,"Marketing, Advertising & PR",Freelance content writer/copy editor,77000,USD,US,5-7 years,College degree,Woman,77000.0,USD
355,35-44,Media & Digital,Production Editor ,55000,USD,United States ,11 - 20 years,College degree,Woman,55000.0,USD
356,25-34,Computing or Tech,Salesforce Administrator ,64200,USD,United States,2 - 4 years,Master's degree,Other or prefer not to answer,64200.0,USD
357,55-64,Health care,Account Manager,43500,USD,US,11 - 20 years,College degree,Woman,43500.0,USD
358,25-34,Engineering or Manufacturing,Engineer,92000,USD,USA,5-7 years,College degree,Woman,92000.0,USD
359,55-64,Government and Public Administration,Assistant General Counsel,170000,USD,USA,21 - 30 years,Master's degree,Woman,170000.0,USD
360,45-54,nan,Proposal Manager,87938,USD,US,11 - 20 years,College degree,Woman,87938.0,USD
361,25-34,Health care,Pharmacist,125000,USD,United States of America,5-7 years,PhD,Woman,125000.0,USD
362,25-34,Computing or Tech,Technical Associate,60000,CAD,Canada,1 year or less,College degree,Woman,48030.600000000006,USD
363,55-64,"Accounting, Banking & Finance","IT Director, Project Management ",186000,USD,United States,31 - 40 years,College degree,Man,186000.0,USD
364,35-44,Sales,Administrative Assistant,49000,CAD,Canada,11 - 20 years,Some college,Woman,39224.990000000005,USD
365,25-34,Media & Digital,Production Editor,51000,USD,US,5-7 years,College degree,Woman,51000.0,USD
366,25-34,"Accounting, Banking & Finance",Staff Accountant,61800,USD,USA,5-7 years,College degree,Man,61800.0,USD
367,25-34,"Accounting, Banking & Finance","SVP, risk management",155000,USD,USA,8 - 10 years,College degree,Woman,155000.0,USD
368,35-44,Art & Design,Product Coordinator,40000,USD,USA,11 - 20 years,College degree,Woman,40000.0,USD
369,25-34,Education (Higher Education),Statistical Analyst,71750,USD,United States,8 - 10 years,Master's degree,Woman,71750.0,USD
370,35-44,Engineering or Manufacturing,Sales Account Manager,70000,USD,United States,2 - 4 years,Master's degree,Man,70000.0,USD
371,35-44,Business or Consulting,Managing Consultant,87000,USD,United States,8 - 10 years,Master's degree,Woman,87000.0,USD
372,35-44,Computing or Tech,Program Manager,157000,USD,USA,21 - 30 years,College degree,Woman,157000.0,USD
373,35-44,Government Relations (Lobbying) ,Assistant ,65000,USD,United States ,5-7 years,College degree,Woman,65000.0,USD
374,25-34,Nonprofits,Senior research assistant,42120,USD,USA,2 - 4 years,College degree,Woman,42120.0,USD
375,25-34,Business or Consulting,Research Associate,65000,USD,United States,2 - 4 years,Master's degree,Woman,65000.0,USD
